Acronym,Term,Category
PRI,Procurement Request Information,General
PRICER,(PPS pricing software for inpatient stays system),General
PRISM,"Project to Redesign Information Systems Management (begun in 1984, ended in 1991 when funding expired)",General
PRM,Provider Reimbursement Manual,General
PRMDS,Provider Minimum Data Set,General
PRO,Principal Regional Official,General
PRO,Professional Review Organization,General
PRO/FI,Professional Review Organization / Fiscal Intermediary,General
PROM,Protocol for Regional Office Monitoring,General
PROMPTS,Peer Review Organization Monitoring Protocol & Tracking System,General
PROPAC,Prospective Payment Assessment Commission (Task Force),General
PRP,Prospective Reimbursement Plan,General
PRP,Provider Reimbursement Profile,General
PRPD,Payment Reform Policy Development,General
PRRA,Paperwork Reduction Reauthorization Act,General
PRRB,Provider Reimbursement Review Board,General
PRS,Parameter Release Study,General
PRS,Prepayment Review System,General
PRUCOL,Permanently Residing Under Color of Law,General
PRVSF,Provider Summary File,General
PS,Physician Sequential,General
PS&E,Performance Standards & Evaluation,General
PS&E TAG,Performance Standards & Evaluation Technical Advisory Group,General
PS&RR,Provider Statistical & Reimbursement Report,General
PSA,PreSolicitation Announcement,General
PSA,Problem Statement Analysis,General
PSA,Public Service Announcement,General
PSAF,Physician/Supplier Action File,General
PSC,Product & Service Code,General
PSC,Program Safeguard (or Safety) Contractor,General
PSC,Program Service Center (SSA) (formerly Payment Center (PC)),General
PSC,Program Support Center (DHHS),General
PSC,Public Service Commission,General
PSF,Provider Specific File,General
PSGH,Policy Standards & Guidelines Handbook,General
PSI,Problem Source Identification,General
PSL,Problem Statement Language,General
PSM,Physician Summary Master,General
PSO,Physician Security Officer,General
PSO,Provider Sponsored Organization,General
PSO,Provider-Sponsored Organization,General
PSOR,Physician & Supplier Overpayment Report,General
PSOR,Physician Supplier Overpayment Recovery,General
PSOR,Provider Statistical & Overpayment Report,General
PSP,Provider/Supplier Service Plan,General
PSPRICE,Physician Fee Schedule System,General
PSR,Proposal Submission Requirements,General
PSR,Provider Statistics & Reimbursement Report (aka PS&R),General
PSR,Provider Summary Report,General
PSRB,Performance Standards Review Board,General
PSRO,Performance Standards Review Organization,General
PSRO,Physician Service Review Organization,General
PSRS,Provider Statistical & Reimbursement System,General
PSS,Packet Switch Service (FTS2000),General
PSS,Programed Symbol Set (board),General
PT,Processing Time,General
PT,Proficiency Testing,General
PTA,Part A (of Medicare),General
PTA,Percutaneous Transluminal Angioplasty,General
PTA,Point of Total Assumption,General
PTA,Prior To Admission,General
PTAC,Premium Target Advisory Commission,General
PTAG,Program Training Advisory Group,General
PTAMUS,Part A Medicare Utilization System,General
PTAPTT,Part A Processing Times Tabulation,General
PTB,Part B (of Medicare),General
PTO,(U.S.) Patent &Trademark Office,General
PTP,Performance Test Platform (PRISM),General
PTP,Portable Training Package,General
PTP,Proficiency Testing Program,General
PTS,Provider Terminal System,General
PU/ME/DE,Public Use / Medical Effectiveness / Demonstration & Evaluation,General
PUC,Public Utilities Commission,General
PUDI,Prior Unqualifing Disabled Indicator (also RISI),General
PUF,Public Use Files,General
PUFF,Proposed Uses of Federal Funds,General
PUFS,Public Use Files System,General
PUP,Provider Update Operation,General
PUT,Payment Update Transaction (MBR),General
PV,Performance Value,General
PV,Present Value,General
PVA,Priority Value Assessment,General
PVA,Project Valuation Assessment,General
PVB,Provider Bills,General
PW,Project Workbench,General
PW,Public Welfare,General
PWBA,Pension Welfare & Benefits Administration,General
PWD,Persons With Disabilities,General
PWS,Performance Work Standard,General
PX,Post Exchange,General
PY,Prior Year,General
PYE,Prior Year Ending,General
QA,Quality Assessment,General
QA,Quality Assurance,General
QAE,Quality Assurance Evaluator,General
QAHB,(Carrier) Quality Assurance Program Handbook,General
QAI,Quality Assessment Index,General
QALY,Quality Adjusted Life Year,General
QAM,Quadrature Amplitude Modulation,General
QAM,Quality Assurance Monitoring,General
QAP,Quality Assurance Program,General
QAR,Quality Assurance Representative,General
QAS,Quality Assurance Standards,General
QAS,Quality Assurance System,General
QATAP,Quality Assurance Through Attributes Program,General
QBE,Query By Example,General
QBL,Qualified Bidders List,General
QC,Quality Control,General
QC,Quality Council,General
QC,Quarters of Coverage (SSA),General
QCEM,Quality Control Enforcement Mechanism,General
QCM,Quality Call Monitoring,General
QCM,Quality Care Monitoring,General
QCP,Quality Control Program,General
QDN,Quality Deficiency Notice,General
QDR,Quality Deficiency Report,General
QDWIS,Qualified Disabled and Working Individuals,General
QIES,Quality Improvement Evaluation System,General
QIO,Quality Improvement Organization,General
QIP,Quality Improvement Process,General
QIP,Quality Intervention Plan,General
QIPRO,Quality Improvement Professional Research Organization,General
QIS,Qualifications Information Statement,General
QIS,Qualified Individuals,General
QISMC,Quality Improvement System for Managed Care,General
QIT,Quality Improvement Team,General
QM,Quality Management,General
QMB,Qualified Medicare Beneficiaries,General
QMCE,Qualified Management Care Facility,General
QML,Qualified Manufacturers List,General
QMMP,Quality Measurement & Management Project,General
QMRP,Qualified Mental Retardation Professional,General
QMS,Quality Measurement System,General
QO,Qualification Officer,General
QOC,Quarterly Operational Cost,General
QPDA,Questionable Premium Due Amount,General
QPL,Qualified Products List,General
QR,Quarterly Refund,General
QR,Quarterly Report,General
QRO,Quality Review Organization,General
QRS,Quality Review Studies,General
QSS,Quality Systems & Software,General
QST,Quality Support Team,General
QUEST,Quality Assurance Expert System Testbed,General
QUEST,Quality Evaluation of Settlement,General
QUGS,Quality Utilization Generic Screens,General
QW,Quick Reference,General
R&A,Repair & Alteration (contract),General
R&C,Reasonable & Customary,General
R&D,Research & Development,General
R/C,Report of Contact,General
RA,Regional Administrator,General
RA,Remittance Advice,General
RA,Risk Assessment,General
RAAC,Risk Adjustment Advisory Committee,General
RAB,Register Accreditation Board,General
RAC,Reimbursement Advisory Committee,General
RACF,Resource Access Control Facility (software),General
RAD,Rapid Application Development,General
RAD,Requirements Analysis Document,General
RAD,Respiratory Assist Device,General
RADAR,Radio Detection & Ranging,General
RADAR,RSDI Account Data Record,General
RADARS,(HCFA) Ranking & Data Analysis Reporting System,General
RADARS,Rapid Data Retrieval System,General
RAFO,Research & Find Out,General
RAI,Resident Assessment Instrument,General
RAID,Redundant Array of Independent Disk,General
RAP,Ready Assessment Packages (Y2k),General
RAP,Request for Accelerated Payment,General
RAP,Request for Anticipated Payment,General
RAP,Resource Allocation Plan,General
RAPS,Resident Assessment Protocol System,General
RASC,"Regional Administrative Support Center, HHS",General
RAT,Remote Access Trojan,General
RBAC,RoleBased Access Control,General
RBBS,Remote Bulletin Board System,General
RBRVS,ResourceBased Relative Value Scale,General
RBRVU,ResourceBased Relative Value Use,General
RBS,Report of Benefit Savings,General
RC,Reasonable Charge (or Cost),General
RC,Regional Carrier,General
RCA,Refugee Cash Assistance,General
RCAS,Reconsideration Control & Appeals System,General
RCC,Ratio of Cost to Charges,General
RCCAC,Ratio of Charges to Charges Applied to Costs,General
RCCS,Revenue Center Code System,General
RCE,Reasonable Compensation Equivalent,General
RCICS,Registry Customer Information Control System,General
RCL,Report Card Listing (SSA),General
RCL,Routine Cost Limit,General
RCP,Reasonable Charge Pricing,General
RCP,Report of Contractor Performance (ACER replacement),General
RCSRS,Resource Cost Reporting System,General
RCT,Randomized Clinical Trials,General
RCT,Registered Care Technologist,General
RCT,Religious Compensatory Time,General
RD&E,"Research, Demonstration & Evaluation",General
RDBMS,Relational DBMS,General
RDEM,Regional Office Data Exchange Manager,General
RDES,Regional Data Exchange System,General
RDO,Resource Definition Online,General
RDS,The Retiree Drug Subsidy Program,General
RDS NUMBER,see Plan Sponsor number,General
RDT&E,"Research, Development, Test & Evaluation",General
RE,(Carrier) Reasonable Expectancies (or Expectations),General
REA,(U.S.) Rural Electrification Administration,General
REACH,Regional Education About Choices in Health,General
REACT,Return Check Action (MBR),General
REBUS,Renal Beneficiary & Utilization System,General
RECONS,(Online) Reconsideration Information System,General
RECOUP,Recovery of Unpaid Premiums (MBR),General
REGO,Reinventing Government,General
REGTRK,Regulations Tracking System,General
REINS,Reduced Expenditure Initiatives,General
REIT,Real Estate Investment Trust,General
REL,Recommended Exposure Limits,General
REM,Remark Line,General
REMAS,Recovery Management & Accounting System,General
REMAS,Report on Medicare as Secondary Payor System,General
REMIS,Renal Management Information System,General
REPORE,Report Output Retrieval System,General
RESDAC,Research Data Assistance Center,General
RETAP,Regular Transcript Selection & Attainment Pass (SSA),General
REVS,Recipient Eligibility Verification System (Mass. DPW),General
REXX,Restructured Extended Executor Language,General
RFA,Reason for Assessment,General
RFA,Regulatory Flexibility Act (5USC 601612),General
RFA,Request for Applications,General
RFC,(Treasury) Regional Financial Center,General
RFC,Request for Comment,General
RFC,Request for Contract,General
RFI,Request for Information,General
RFP,Request for Proposal,General
RFQ,Request for Quotation,General
RGT,Requirements Gathering Techniques,General
RH,Rural Hospital,General
RHC,Rural Health Center,General
RHC,Rural Health Claim,General
RHC,Rural Health Clinic,General
RHHIPEP,Regional Home Health Intermediary Performance Evaluation Program,General
RHIR,Resident Health Insurance Representative,General
RHP,Rebundling of Hospital Payment,General
RI,Regional Intermediary,General
RI,Routing Indicator,General
RIA,Regulatory Impact Analysis,General
RIC,Record Identification Code,General
RIL,Regional Informational Letter,General
RIM,Retrieve Inactive Master System,General
RIMS,Reconsideration Information Management System,General
RISC,Reduced Instruction Set Computing,General
RISC,Regulatory Information Service Center,General
RISI,Renal Insured Status Indicator (also PUDI),General
RIT,Reorganization Implementation Team,General
RJE,Remote Job Entry,General
RM,Release Management,General
RMA,Referral & Monitoring Agency,General
RMA,Refugee Medical Assistance,General
RMAPS,Rocky Mountain Part A Processing System,General
RMF,Resource Measurement Facility (software),General
RMFA,Restricted Medicare Fraud Alert,General
RMP,Resource Management Plan,General
RMRP,Regional Medical Review Policy,General
RMS,Record Management System,General
RMS,Regional Management System,General
RMS,Requirements Management System,General
RMS,Retention Management System,General
RMT,Requirements Management Team,General
RMU,Resource Management Unit,General
RN,Recruitment Notices,General
RN,Registered Nurse,General
RNO,Race & National Origin,General
RO,Abbreviation for Regional Office.,General
RO,Regional Office,General
ROADV,Regional Office Advance Copy Note,General
ROAM,ROAR Master (SSA),General
ROAMS,Regional Office Appeals Management System,General
ROAR,Recovery of Overpayments Accounting & Reporting System (SSA),General
ROAR,Regional Office Automating Representatives for Managed Care Operations (ROAR for MCO),General
ROC,Report of Contact,General
ROC,Report of Contact (also R/C),General
ROC,Resumption of Care,General
ROCL,Regional Office Contractor Letter,General
ROE,Report of Eligibility,General
ROE,Return on Equity,General
ROF,Regional Office Flag,General
ROI,Return on Investment,General
ROM,Regional Office Manual,General
ROMGRS,Regional Office Managers,General
ROPES,Regional Office Performance Evaluation System,General
ROPO,Regional Office Project Officer,General
ROSTAR,Regional Office System Tracking for Audit Reimbursement,General
ROUG,Regional Office Users Group,General
RPA,Renal Physicians Association,General
RPBC,Rejected Provider Bill Control (Process),General
RPC,Remote Procedure Call,General
RPCH,Regional Primary Care Hospital,General
RPCH,Rural Primary Care Hospital,General
RPD,Run Processing Date,General
RPG,Report Program Generator,General
RPL,Reasonable Performance Level,General
RPL,Reemployment Priority List,General
RPM,Revolutions Per Minute,General
RPO,Regional Personnel Officer,General
RQC,Regional Quality Council,General
RR,Rate Review,General
RRC,Rural Referral Center,General
RRIA,Resource Requirements for Impact Analysis,General
RRP,Reimbursement Review Program,General
RS,Random Search,General
RSC,Record Status Code,General
RSC,Reimbursement Statistics by State & County System,General
RSDHI,"Retirement, Survivors, Disability, & Health Insurance",General
RSDI,"Retirement, Survivors, & Disability Insurance",General
RSF,Renal Services Facility,General
RSI,Retirement & Survivors Insurance,General
RSVP,Retired Senior Volunteer Project,General
RT,Record Type,General
RT,Recovery Team,General
RT,Respiratory Therapy,General
RTC,Reports to Congress,General
RTC,Resolution Trust Corporation,General
RTG,Return to Government,General
RTI,Return to Intermediary,General
RTN,Routing & Transit Number,General
RTP,Request for Technical Proposal,General
RTP,Return To Provider (or Plan),General
RTS,Recovery Tracking System,General
RTS,Request to Send,General
RTS,Return (tapes) to Stock,General
RUG,Resource Utilization Group,General
RUNT,RRB Universal RIC,General
RUR,Recurring Utilization Report,General
RV,Residual Value,General
RVS,Relative Value Scale (or Schedule),General
RVU,Relative Value Unit,General
RWJF,Robert Wood Johnson Foundation,General
RZIP,Residence ZIP (Code),General
S&C,Survey and Certification,General
S&E,Staff & Equipment,General
S&I,Supervision & Interpretation,General
S-MIME,Secure Multipurpose Internet Mail Extensions,General
S/HMO,Social Health Maintenance Organization,General
S/W,Software,General
SA,Scheduled Allowance,General
SA,Security Administrator,General
SA,Settlement Agreement,General
SA,State Agency,General
SA,State Assessment,General
SA,Supplemental Agreement,General
SA,Systems Administrator,General
SA,Systems Analyst,General
SA-CMM,Software Acquisition Capability Maturity Model,General
SAC,Special Action Code,General
SAC,Statistical Analysis Contractor,General
SACP,(AHA) Society for Ambulatory Care Professionals,General
SAD,Self Administered Drug,General
SAD,Service Area Directory (SSA),General
SAD,Simultaneous Accretion/Deletion,General
SADBUS,Small And Disadvantaged Business Utilization Specialist,General
SADMERC,Statistical Analysis Durable Medical Equipment Regional Carrier,General
SAEP,State Agency Evaluation Plan,General
SAF,Standard Analytic File,General
SAGE-204,SAS interface to M204 databases,General
SAHD,Staff Assisted Home Dialysis,General
SAI,Special Audit Initiative,General
SAIC,Science Applications International Corp. (PRISM software contractor),General
SALT,Suspensions & Life Terminations System (MBR),General
SAM,Software Asset Management,General
SAMHSA,Supstance Abuse & Mental Health Services Administration,General
SAR,(microfilm) Storage & Retrieval unit,General
SAR,Safeguard Activity Report,General
SAR,Service Area Report,General
SAS,Single Award Schedules,General
SAS,Statement of Auditing Standards,General
SAS,Statistical Analysis Software,General
SAS,Statistical Analysis System,General
SAS/C,SAS Compiler,General
SAVE,Systematic Alien Verification of Eligibility,General
SB,Standards Board,General
SBA,Small Business Administration,General
SBC,School Based Clinics,General
SBI,Single Scope Background Investigation,General
SBI,State Buy In,General
SBIGPPP,State BuyIn Group Practice Prepayment Plan,General
SBIR,Small Business Innovation Research (Program),General
SBR,Supplemental Budget Request,General
SBRS,Senior Biomedical Research Service,General
SBSA,Small Business SetAside,General
SBU,Sensitive But Unclassified,General
SBU,Strategic Business Unit,General
SC,State & County,General
SC,Sub Contractor,General
SCACA,Seniors Coalition Against Catastrophic Act,General
SCAR,Significant Correspondence Assignment Report,General
SCC,(Service Area) State/County Code,General
SCC,Security Control Center,General
SCD,Service Computation Date,General
SCE,Separate Cost Entity,General
SCH,Sole Community Hospital,General
SCHIP,State Children’s Health Insurance Program,General
SCIC,Significant Change In Condition,General
SCIF,Sensitive Compartmentalized Information Facility,General
SCIP,Survey & Certification Improvement Project,General
SCLM,Source Code Librarian Manager,General
SCM,Software Configuration Management,General
SCN,Strategic Communication Network,General
SCOPE,Share Cost Options for Private Employees,General
SCORE,Service Corps of Retired Executives,General
SCP,Sole Community Provider,General
SCSA,Significant Change in Status Assessment,General
SCT,Specialty Care Transport,General
SDA,Software Design Activity,General
SDA,System Design Alternatives,General
SDB,Small &Disadvantaged Business,General
SDBU,Small &Disadvantaged Business Utilization,General
SDC,Secondary Diagnostic Category,General
SDD,Software Design & Development,General
SDF,Standard Deviation Factor,General
SDLC,System Development Life Cycle,General
SDM,Structured Development (or Design) Methodology,General
SDM/S,Systems Development Methodology / Structured,General
SDO,Servicing District Office (SSA),General
SDO,Standards Development Organization,General
SDO,System Design Overview,General
SDP,Service Delivery Point,General
SDP,Single Drug Pricer,General
SDPS,(PRO) Standard Data Processing System,General
SDR,System Design Review,General
SDX,State Data Exchange,General
SEALP,Search Alpha Program (Beneficiary Alpha Match/Reinstate) (HASEALP),General
SEALP,State Agency Evaluation Program,General
SEC,(U.S.) Securities & Exchange Commission,General
SEER,"Surveillance, Epidemiology & End Results (Program)",General
SEF,Separated Employee File,General
SEF,Software Engineering Facility,General
SEI,Software Engineering Institute,General
SEI-CMM,Software Engineering Institute Capability Maturity Model,General
SEIU,Software Engineering Institute Union,General
SELF,(HHS) Secretary's Executive Leadership Forum,General
SEMS,Security Management System,General
SEPG,Software Engineering Process Group,General
SEPSC,"Southeastern Program Service Center, SSA",General
SER,"Scientific, Engineering & Research",General
SER,Summary Earnings Record,General
SES,Standards Enforcement Software,General
SES,System External Specifications,General
SET,Secure Electronic Transaction,General
SET,Software Engineering Technology,General
SEX,Sorted Exceptions (HDSEX),General
SF,Standard Form,General
SF-36,Medical Outcomes Study 36 Item Short Form Health Survey,General
SFI,Statement of Financial Information,General
SFO,Solicitation for Offers (contract),General
SFRO,SanFrancisco Regional Office,General
SG,Surgeon General,General
SGF,State Guaranty Funds,General
SGL,Standard General Ledger,General
SH,Systems Handbook,General
SHA,Secure Hash Standard,General
SHC,Select Health Care,General
SHCC,State Health Coordinating Council,General
SHINE,Serving Health Information Needs of Elders,General
SHIP,(AFGE) Supplemental Health Insurance Plan,General
SHIP,Senior Health Insurance Program,General
SHMO,Social Health Maintenance Organization,General
SHN,State Health Notes,General
SHPDA,State Health Planning & Development Agency,General
SHRM,Society for Human Resource Management,General
SHS,Society for Health Systems,General
SHTIP,Secure Hyper Text Transfer Protocol,General
SI,Single Intermediary,General
SI,System Integrator,General
SI,Systems Inventory,General
SIC,"(DOL, BLS) Standard Industrial Classification",General
SIC,Special Indicator Code,General
SIC,State Insurance Commission,General
SICE,Social Insurance Claims Examiner,General
SID,(Supplemental) Security Income Data,General
SID,Special Income Deduction,General
SIED,(Supplemental) Security Income Entitlement Date,General
SIFT,Security Income file Type,General
SIG,Special Interest Group,General
SIGCAT,Special Interest Group CDROM Applications & Technology,General
SIGOMET,Special Interest Group on Optical Media in Education & Training,General
SII,Security/Suitability Investigation Index,General
SIM,Society for Information Management,General
SIMS,Standard Information Management System,General
SIN,Special Item Number,General
SIPP,"Systems Issues, Policies & Procedures (nee HIPP, BIPP)",General
SIR,(Carrier) System Improvement Request,General
SIR,System Implementation Roadmap,General
SIRLIB,(change control for M204 user language programs software),General
SIRMON,(M204 performance monitoring & operational control tool software),General
SIRT,Security Incident Response Team,General
SIS,Strategic Information Strategy,General
SIS,System Internal Specifications,General
SISC,(Supplemental) Security Income Status Code,General
SISSO,Senior Information Systems Security Officer,General
SLA,Service Level Agreements,General
SLAE,State & Local Administration Expenditure,General
SLAMS,Second Level Appeals Management System,General
SLE,Single Loss Expectancy,General
SLIAG,State Legislation Impact Assistance Grants,General
SLIM,Software Life Cycle Maintenance,General
SLIP-A,Supplemental Low Income Patient Adjustment,General
SLM,Service Level Metrics,General
SLMB,Special Low-Income Beneficiaries,General
SLMB,Specified Low-income Medicare Beneficiary,General
SM,System Manager,General
SMART,System for MSP Automated Recovery & Tracking,General
SMDA,State Medicaid Directors Association,General
SME,Subject Matter Expert,General
SMF,System Measurement Facility,General
SMF,Systems Management Facility,General
SMG,State Medicaid Group,General
SMI,Standardized Medreview Instrument,General
SMI,Supplementary Medical Insurance (Part B of Medicare),General
SMIB,Supplementary Medical Insurance (also Part B),General
SMIRK,SOBER Miscellaneous Input Record,General
SMIS,Safety Management Information System,General
SML,Solicitation Mailing List,General
SMM,State Medicaid Manual,General
SMP,Special Needs Plan,General
SMP,System Modernization Program,General
SMQC,System for Monitoring Quality of Care,General
SMRF,State Medicaid Research Files (aka SMURF),General
SMS,Shared Maintenance System,General
SMS,Storage Management System,General
SMS,System Managed Software,General
SMS,System Managed Storage,General
SMS/SPS,Shared Maintenance System / Shared Processing System,General
SMSA,Standard Metropolitan Statistical Area,General
SMURF,State Medicaid Uniform Research File (aka SMRF),General
SNAP,Standard National Accounting Program (BC/BS),General
SNC,Skilled Nursing Care,General
SNCRIS,Skilled Nursing Cost Reporting Information System,General
SNCT,Sensory Nerve Conduction Threshold,General
SNFMDS,SNF Minimum Data Set,General
SNI,System Network Interface,General
SNMA,Student National Medical Association,General
SNSP,Safety Net Surveillance Project,General
SO,Successful Offerer,General
SOB,Shortness of breath,General
SOC,Start of Care,General
SOC,SubObject (Classification) Code,General
SOCO,Southeastern Consortium (Atlanta & Dallas HIROs),General
SOD,Superintendent of Documents,General
SOI,Statement of Intent,General
SOL,Solicitation,General
SOM,SOBER Operating Month (DOE 1 or COM +1) (OBSOLETE),General
SOM,State Operations Manual,General
SON,Submitting Office Number,General
SOP,Standard Operating Procedure,General
SOP,Status of Provider,General
SOP,Style of Practice,General
SOR,(Carrier) Section Operating Report,General
SOR,System of Record,General
SORCES,Service Office Record Computer Entry System (MTS),General
SORS,Systems of Records,General
SORT,Seniors Organized to Restore Trust,General
SOU,Statement of Understanding,General
SOW,Scope of Work,General
SOW,Statement of Work,General
SP,Sample Persons,General
SP,Special Project,General
SP,Standard of Performance,General
SP,Systems Performance,General
SPA,State Plan Amendment,General
SPAC,SMI Premium Amount Collectable (MBR / BCM),General
SPACE,"SMI Premium Accounting, Collection & Enrollment (System)",General
SPACEX,SPACE Exceptions,General
SPAMS,Small Purchase Automated Management System,General
SPAP,State Pharmaceutical Assistance Program,General
SPARC,Stroke Prevention Awareness Recognition Campaign,General
SPARCS,Statewide Planning & Research Cooperative System,General
SPAS,State Plan Amendment System,General
SPAW,State Plan Amendment Waiver,General
SPBA,Society of Professional Benefit Administrators,General
SPC,State Program Characteristics,General
SPC,Supervisory Project Coordinator,General
SPD,Standard Position Description,General
SPD,Summary Plan Description,General
SPDATA,State Profile Data System,General
SPECT,Single Photon Emission Computed Tomography,General
SPECTRUM,State Performance Evaluation & Comprehensive Test of Reimbursement Under Medicaid,General
SPF,Sequential Processing Facility,General
SPH,Shared Processing Host,General
SPI,Software Process Improvement,General
SPIDER,System to Provide Immediate Data on Eligibility for Reimbursement (now CWF),General
SPIES,Shared Project & Information Exchange System,General
SPIN,Standard Prescriber Identification,General
SPIN,Supplier Profile Identification Number,General
SPMS,Storage Products Management System,General
SPO,Self Protection Organization (CD),General
SPO,Servicing Personnel Office,General
SPOC,Single Point of Contact,General
SPOC,Single Point of Contact (now CSCC),General
SPOF,Single Point of Failure,General
SPP,Select Provider Program,General
SPP,SMI Premium Penalty,General
SPPS,State Plan Profile System,General
SPR,Safeguard Procedures Report,General
SPR,Standard Paper Remittances,General
SPR,Systems Performance Review,General
SPRDRS,SPR Data Reporting System,General
SPRY,Setting Priorities for Retirement Years,General
SPS,Schedule of Providers Serviced,General
SPSP,State Payment of SMI Penalty,General
SQA,Software Quality Assurance,General
SQIG,Supplier Quality Information Group,General
SQL,Structured (or System) Query Language,General
SQRD,Monthly Sequential Read Program (HDSQRD),General
SR,Service Representative (SSA),General
SR,Service Request,General
SR,Systems Requirements,General
SRA,Significant Regulatory Actions,General
SRA,Systems Research Associates,General
SRC,Status Report Coordinator,General
SRD,Systems Requirements Definition,General
SRD,Systems Requirements Design,General
SRD,Systems Requirements Document,General
SRMC,Statistical Report Medicaid Services,General
SRMS,Statistical Report (HCFA2082) on Medicaid Services System,General
SRS,Social & Rehabilitation Service,General
SS,"Seconds (i.e., ssmmddyyyy)",General
SS,Sequential Search,General
SS,Shared Systems,General
SS,Short Stay,General
SS,Standard Systems,General
SS1,Selective Signaling (Equipment),General
SSA,Systems Security Assessment,General
SSACCS,SSA Claims Control System,General
SSB,Social Security Board (now SSA),General
SSC,Standard Source Code,General
SSC,Systems Security Coordinator,General
SSD,(GSA) Standard Solicitation Document,General
SSG,Staffing Support Group,General
SSG,Standard Systems Group,General
SSH,Short Stay Hospital,General
SSI,Supplemental Security Income,General
SSIDUP,SSI Duplicate Payment,General
SSIPML,Second State Issuing Professional Medical License,General
SSM,Standard System Maintainers,General
SSM,Sterling Space Monitor,General
SSMP,Systems Security Management Program,General
SSO,Social Security Office (also DO),General
SSO,Systems Security Officer,General
SSOP,Second Surgical Opinion Program,General
SSP,State Supplemental Payments,General
SSP,System Security Plan,General
SSPM,System Security Plan Methodology,General
SSPML,Second State Professional Medical License,General
SSR,Social Security Rulings,General
SSR,Supplemental Security Income Record,General
SSS,Senior Scientist Service,General
SSSA,Senior Systems Security Advisor,General
SSSGS,Similarly Sized Subscriber Groups,General
SST,Supplemental Systems Test,General
STAG,System Technical Advisory Group (aka STAG),General
STAPE,Short Format State Magnetic Tape File (HIM),General
STAR,(Medicaid) Systems Test for Alternative Reimbursement,General
STAR,Standard Administrative Reporting,General
STAR,System for Tracking Audit & Reimbursement,General
STD,ShortTerm Disability,General
STM,Staff Time Measure,General
STP,Satellite Ticket Printer,General
STROBE,(Performance Management System application monitoring tool),General
STS,Safety Tracking System,General
STU,System Testing Unit,General
STX,Start of Text,General
SUEI,Standard Unique Employer Identifier (HCFA0047F) (aka EIN),General
SUL,Standard User Label,General
SUR,Surveillance & Utilization Review (aka S/UR),General
SURS,Surveillance & Utilization Review Subsystem (S/URS),General
SUT,System User Test,General
SVC,Supervisor Call,General
SVCS,Services,General
SVES,State Verification & Exchange System (SSA),General
SVRS,Statistically Valid Random Sample,General
SW,Step Weight,General
SW-CMM,Software Development Capability Maturity Model,General
SW/T,Structured Walkthrough,General
SWAT,Specialized Work Action Team,General
SWBI,State Welfare BuyIn Enrollment Profile System,General
SWICA,State Wage Information Collection Agency,General
SYS,OCO systems support application system code,General
T&D,Training & Development,General
T&M,Time & Materials,General
T1,Title I of the Social Security Act (Grants for OldAge Assistance & Medical Assistance for Aged),General
T10,Title X of the Social Security Act (Aid to the Blind),General
T14,Title XIV of the Social Security Act (Grants to States for Aid to the Disabled,General
T16,Title XVI of the Social Security Act (SSI),General
T18,Title XVIII of the Social Security Act (Medicare),General
T19,Title XIX of the Social Security Act (MAA (Medicaid)),General
T2,Title II of the Social Security Act (SS benefits),General
T2R,Title II Redesign (SSA),General
T4,Title IV of the Social Security Act (AFDC),General
TA,Technology Assessment,General
TA,Termination Actions (MBR),General
TAA,Time Account Adjustment (Schedule or Report),General
TAC,Technology Advisory Committee,General
TAC,Type of Activity Code,General
TACT,Total Audit Concept Technique,General
TACT,"Transfer, Automate, Contract Out and/or Terminate Project",General
TAG,Technical Advisory (or Assistance) Group,General
TAMRA,Technical & Miscellaneous Revenue Act of 1988,General
TANF,Temporary Assistance for Needy Families,General
TAP,Technical Advisory Panel,General
TAP,Terminal Acquisition Project (SSA),General
TAPEDSN,Tape Data Set Protection,General
TARS,Telephone Action Requests System,General
TASC,(OWTDS) Training Assistance Services Cadre,General
TASC,Transportation Administration Service Center,General
TAVERN,Terminations & Attainments Validation & Enforcement of Returned Notices,General
TB,"Transaction Branch, DMOS (formerly GPABS or PM)",General
TBA,To be Announced,General
TBC,Transit Benefit Coordinator,General
TBO,Transaction Back Out,General
TBP,To Be Provided,General
TBP,Transit Benefit Program,General
TBSR,Total Business Systems Review,General
TC,Technical Component,General
TC,Technology Component,General
TC,Telecommunications,General
TC,Total Cost,General
TC,Transaction Code,General
TCAB,Technical Computer Advisory Board,General
TCC,Technical Control Center,General
TCC,Temporary Continuation of Coverage,General
TCD,Trauma Code Development,General
TCP,Transitional Corridor Payments,General
TCS,Telephone Customer Service,General
TCSDB,Test Case Specification Database,General
TD,Treasury Department,General
TDC,Training & Development Center,General
TDEA,Triple Data Encryption Algorithm,General
TDOC,Total Days of Care,General
TDP,Testing Designated Positions,General
TDY,Temporary Duty Travel,General
TEAM,Technology Evaluation & Acquisition Methods,General
TEC,Technical Evaluation Criteria,General
TEDBA,Target Enrollment Database Architecture,General
TEDH,Third Party Entitlement Date for Hospital Insurance,General
TEDS,Third Party Entitlement Date for Supplementary Medical Insurance,General
TEFRA,Tax Equity & Fiscal Responsibility Act of 1982 (PL97248),General
TENS,Transcutaneous Electrical Nerve Stimulation,General
TENS,Transcutaneous Electrical (or Electronic) Nerve Stimulator,General
TEP,Technical Evaluation Panel,General
TEP,Technical Experts Panel,General
TEP,Transfer Enrollment Period,General
TERMID,Terminal ID,General
TFCS,Treasury Financial Communications Systems (aka FEDWIRE),General
TFSS,Task Force for Standard Systems,General
